scn_id,scn_cls,scn_sentence,reasoning,qid01,query01,ktype_num01,ktype01,ctype_num01,ctype01,qtype_num01,qtype01,qid02,query02,ktype_num02,ktype02,ctype_num02,ctype02,qtype_num02,qtype02,qid03,query03,ktype_num03,ktype03,ctype_num03,ctype03,qtype_num03,qtype03,qid04,query04,ktype_num04,ktype04,ctype_num04,ctype04,qtype_num04,qtype04,qid05,query05,ktype_num05,ktype05,ctype_num05,ctype05,qtype_num05,qtype05
4NBY83,2,The clock tower that used to chime every hour was silent,"It's unclear why the clock tower, which used to chime every hour, was silent.",4NBY83Q01,Why has the clock tower stopped chiming?,9,Causality,1,Knowledge,10,Intention disclosure,4NBY83Q02,Is there a specific reason for the silence?,9,Causality,2,Comprehension,9,Cause elucidation,4NBY83Q03,Has there been any recent changes or events that could have affected the clock tower?,9,Causality,3,Operation,3,Concept completion,4NBY83Q04,What is the historical significance of the clock tower?,7,Contents,1,Knowledge,8,Interpretation,4NBY83Q05,How has the silence of the clock tower affected the local community?,10,Intention,4,Evaluation,11,Result account
4O32PL,0,A pair of shoes is on the bookshelf,"It's unclear why a pair of shoes is on the bookshelf, a place typically reserved for books.",4O32PLQ01,Why are the shoes on the bookshelf instead of on the floor?,5,Spatial layout,2,Comprehension,10,Intention disclosure,4O32PLQ02,Who put the shoes on the bookshelf?,1,Identity,3,Operation,3,Concept completion,4O32PLQ03,Are the shoes clean or dirty?,3,Attributes,3,Operation,2,Case specification,4O32PLQ04,What type of shoes are they?,3,Attributes,1,Knowledge,4,Feature specification,4O32PLQ05,What books are they next to on the shelf?,5,Spatial layout,1,Knowledge,3,Concept completion
4PC3E6,2,Suddenly a door slammed shut even windless weather,It's unclear how the door could slam shut in windless weather.,4PC3E6Q01,What caused the door to slam shut in windless weather?,9,Causality,3,Operation,9,Cause elucidation,4PC3E6Q02,Was there anyone present when the door slammed shut?,6,Temporal relation,1,Knowledge,1,Verification,4PC3E6Q03,Could the door's slamming be due to a mechanical issue?,9,Causality,3,Operation,9,Cause elucidation,4PC3E6Q04,Is there any history of paranormal activity in the area?,7,Contents,1,Knowledge,1,Verification,4PC3E6Q05,What is the general condition of the door and its hinges?,3,Attributes,2,Comprehension,4,Feature specification
4PF78A,2,"A brass statue in town square neglected, turned green due to oxidization",It's unclear who is responsible for the maintenance of the brass statue in the town square that has been neglected and turned green due to oxidization.,4PF78AQ01,Why has the brass statue in the town square been neglected?,9,Causality,1,Knowledge,10,Intention disclosure,4PF78AQ02,What is the significance of the statue turning green due to oxidization?,7,Contents,2,Comprehension,8,Interpretation,4PF78AQ03,Are there any plans to restore the statue?,8,Procedure,3,Operation,1,Verification,4PF78AQ04,How does the community feel about the statue's current state?,11,Internal state,4,Evaluation,14,Judging,4PF78AQ05,What historical or cultural value does the statue hold for the town?,7,Contents,1,Knowledge,6,Definition
4RZM53,0,"In the dishwasher, a cell phone is spotted",It's unclear how a cell phone ended up in the dishwasher.,4RZM53Q01,How did the cell phone end up in the dishwasher?,9,Causality,3,Operation,12,Method explication,4RZM53Q02,Is the cell phone still functional after being in the dishwasher?,3,Attributes,4,Evaluation,1,Verification,4RZM53Q03,Who does the cell phone belong to?,1,Identity,1,Knowledge,3,Concept completion,4RZM53Q04,Was the dishwasher running when the cell phone was found?,6,Temporal relation,3,Operation,1,Verification,4RZM53Q05,What is the model of the cell phone found in the dishwasher?,1,Identity,1,Knowledge,4,Feature specification
4T78KG,2,"A kitchen, clean and tidy, is now littered with dirty dishes and used utensils",It's unclear who was responsible for leaving the kitchen littered with dirty dishes and used utensils.,4T78KGQ01,What caused the sudden mess in the kitchen?,9,Causality,3,Operation,9,Cause elucidation,4T78KGQ02,Who was the last person to use the kitchen?,1,Identity,1,Knowledge,3,Concept completion,4T78KGQ03,Were any meals recently prepared or consumed?,7,Contents,3,Operation,1,Verification,4T78KGQ04,Is this a common occurrence or an unusual event?,3,Attributes,4,Evaluation,2,Case specification,4T78KGQ05,Are there any signs of a rushed or hurried activity?,3,Attributes,3,Operation,4,Feature specification
4TW15Y,2,The southbound train arrived on the northern platform,It's unclear why the southbound train arrived on the northern platform.,4TW15YQ01,Why did the southbound train arrive on the northern platform?,6,Temporal relation,2,Comprehension,10,Intention disclosure,4TW15YQ02,What is the usual route of the southbound train?,5,Spatial layout,1,Knowledge,3,Concept completion,4TW15YQ03,Were there any recent changes in the train schedules or routes?,7,Contents,1,Knowledge,1,Verification,4TW15YQ04,What was the reaction of the passengers waiting on the platform?,11,Internal state,4,Evaluation,11,Result account,4TW15YQ05,Could this incident have been caused by a human error or a technical glitch?,9,Causality,3,Operation,2,Case specification
4UHT06,2,"The grandfather clock ticks worklessly, silent for the first time in decades",It's unclear how the grandfather clock can be ticking if it's silent for the first time in decades.,4UHT06Q01,Why has the grandfather clock stopped ticking for the first time in decades?,7,Contents,1,Knowledge,10,Intention disclosure,4UHT06Q02,What events could have led to the clock becoming silent?,9,Causality,3,Operation,9,Cause elucidation,4UHT06Q03,Is there any significance to the clock's silence?,7,Contents,4,Evaluation,8,Interpretation,4UHT06Q04,What is the condition of the clock?,3,Attributes,1,Knowledge,4,Feature specification,4UHT06Q05,Has there been any recent changes or incidents in the environment that could affect the clock's operation?,9,Causality,3,Operation,3,Concept completion
4V9I6X,2,The stray cat that visited daily for scraps didn't show up this morning. ,"It's unclear why the stray cat, who visited daily for scraps, didn't show up this morning.",4V9I6XQ01,What happened to the stray cat that usually visits daily?,7,Contents,1,Knowledge,11,Result account,4V9I6XQ02,Has there been any changes in the environment that could have deterred the cat?,3,Attributes,3,Operation,9,Cause elucidation,4V9I6XQ03,Could the cat have found another source of food?,9,Causality,3,Operation,2,Case specification,4V9I6XQ04,Is there a possibility that the cat has been adopted?,9,Causality,4,Evaluation,2,Case specification,4V9I6XQ05,Are there any signs of the cat's presence around the area?,5,Spatial layout,1,Knowledge,1,Verification
4VX6F5,1,A teenager frequently checks his phone during a conversation,"It's unclear why the teenager frequently checks his phone during a conversation, which could be seen as rude or disinterested behavior.",4VX6F5Q01,Who is the teenager conversing with?,1,Identity,1,Knowledge,3,Concept completion,4VX6F5Q02,What is the topic of their conversation?,7,Contents,2,Comprehension,3,Concept completion,4VX6F5Q03,Is the teenager expecting an important message?,11,Internal state,3,Operation,1,Verification,4VX6F5Q04,How does the other person react to the teenager's behavior?,8,Procedure,3,Operation,11,Result account,4VX6F5Q05,Does the teenager seem distracted or anxious?,11,Internal state,4,Evaluation,1,Verification
4XPI95,0,A toy plane is found in the washing machine,It's unclear how the toy plane ended up in the washing machine.,4XPI95Q01,How did the toy plane end up in the washing machine?,9,Causality,3,Operation,12,Method explication,4XPI95Q02,Who could have possibly put the toy plane in the washing machine?,1,Identity,4,Evaluation,3,Concept completion,4XPI95Q03,Was the toy plane damaged from being in the washing machine?,3,Attributes,3,Operation,1,Verification,4XPI95Q04,Are there any children in the house who might have done this?,10,Intention,2,Comprehension,3,Concept completion,4XPI95Q05,Could this incident indicate a malfunction in the washing machine?,9,Causality,3,Operation,8,Interpretation
4ZDT19,2,A noisy playground is eerily silent in the afternoon,It's unclear why a typically noisy playground would be eerily silent in the afternoon.,4ZDT19Q01,Why is the usually noisy playground silent in the afternoon?,7,Contents,2,Comprehension,10,Intention disclosure,4ZDT19Q02,Are there any events that could have caused the silence?,9,Causality,3,Operation,9,Cause elucidation,4ZDT19Q03,Is the silence a regular occurrence or an anomaly?,6,Temporal relation,3,Operation,2,Case specification,4ZDT19Q04,What is the usual atmosphere of the playground during afternoons?,7,Contents,1,Knowledge,3,Concept completion,4ZDT19Q05,Could there be any potential dangers causing the silence?,9,Causality,3,Operation,13,Expectation
517JON,0,A hat is found in the oven,"It's unclear why a hat would be found in the oven, a place typically used for cooking food.",517JONQ01,Why is there a hat in the oven?,7,Contents,2,Comprehension,10,Intention disclosure,517JONQ02,Who could have possibly put the hat in the oven?,1,Identity,3,Operation,3,Concept completion,517JONQ03,Is the oven turned on or off?,3,Attributes,1,Knowledge,2,Case specification,517JONQ04,What type of hat is it?,3,Attributes,1,Knowledge,4,Feature specification,517JONQ05,Are there any signs of damage to the hat?,3,Attributes,3,Operation,1,Verification
519MYD,1,"A man always takes the stairs instead of the elevator, even when he has heavy bags","It's unclear why the man always chooses to take the stairs, even when carrying heavy bags, instead of using the elevator.",519MYDQ01,Why does the man prefer stairs over the elevator even with heavy bags?,10,Intention,4,Evaluation,10,Intention disclosure,519MYDQ02,Is the man physically fit or does he struggle with the stairs?,3,Attributes,4,Evaluation,2,Case specification,519MYDQ03,Does the man have a fear of elevators?,11,Internal state,4,Evaluation,1,Verification,519MYDQ04,Are there any specific incidents that led him to avoid elevators?,9,Causality,4,Evaluation,9,Cause elucidation,519MYDQ05,Is the elevator frequently out of service?,3,Attributes,1,Knowledge,1,Verification
51YW7X,2,An alarm clock was silent in the morning,"It is unclear why the alarm clock was silent in the morning, when it is typically set to ring.",51YW7XQ01,Why was the alarm clock silent in the morning?,9,Causality,2,Comprehension,10,Intention disclosure,51YW7XQ02,Was there a power outage that caused the alarm clock to be silent?,9,Causality,3,Operation,1,Verification,51YW7XQ03,Did someone intentionally turn off the alarm clock?,10,Intention,3,Operation,10,Intention disclosure,51YW7XQ04,Is the alarm clock broken or malfunctioning?,3,Attributes,3,Operation,2,Case specification,51YW7XQ05,What are the potential consequences of the alarm clock being silent?,9,Causality,4,Evaluation,11,Result account
52AX4M,1,A professor started writing with his left hand despite being right-handed,"It's unclear why the professor, who is right-handed, started writing with his left hand.",52AX4MQ01,Why did the professor start writing with his left hand despite being right-handed?,9,Causality,2,Comprehension,10,Intention disclosure,52AX4MQ02,Is the professor ambidextrous or is he trying to develop this skill?,10,Intention,3,Operation,2,Case specification,52AX4MQ03,Did something happen to his right hand that forced him to use his left?,9,Causality,3,Operation,9,Cause elucidation,52AX4MQ04,What was the reaction of the students in the class?,11,Internal state,1,Knowledge,11,Result account,52AX4MQ05,Does this change affect the legibility of his handwriting?,3,Attributes,3,Operation,4,Feature specification
532VTP,2,"The ladder, usually residing in the garage, was found on the roof","It's unclear how the ladder, which usually resides in the garage, ended up on the roof.",532VTPQ01,Who moved the ladder to the roof?,1,Identity,1,Knowledge,3,Concept completion,532VTPQ02,What was the purpose of placing the ladder on the roof?,10,Intention,3,Operation,10,Intention disclosure,532VTPQ03,Were there any signs of repair or construction on the roof?,3,Attributes,1,Knowledge,1,Verification,532VTPQ04,Did anyone witness the ladder being moved?,1,Identity,1,Knowledge,1,Verification,532VTPQ05,Are there any unusual footprints or marks around the ladder?,3,Attributes,1,Knowledge,4,Feature specification
53O2CJ,0,A bicycle is hanging from the ceiling in the kitchen,"It's unclear why a bicycle is hanging from the ceiling in the kitchen, a place typically reserved for cooking and eating.",53O2CJQ01,Why is the bicycle hanging from the kitchen ceiling?,5,Spatial layout,2,Comprehension,10,Intention disclosure,53O2CJQ02,Is the bicycle used regularly or is it just for decoration?,3,Attributes,4,Evaluation,2,Case specification,53O2CJQ03,What is the condition of the bicycle?,3,Attributes,1,Knowledge,4,Feature specification,53O2CJQ04,How high is the ceiling in the kitchen?,4,Quantities,1,Knowledge,5,Quantification,53O2CJQ05,Is there any other unusual decor in the kitchen?,3,Attributes,2,Comprehension,4,Feature specification
53ZR7A,0,A package of diapers supports a stack of dinner plates,"It's unclear why a package of diapers, which is not typically sturdy, is being used to support a stack of dinner plates, which are fragile and heavy.",53ZR7AQ01,What is the stability of the diaper package under the weight of the dinner plates?,4,Quantities,3,Operation,5,Quantification,53ZR7AQ02,Are the dinner plates in use or stored?,3,Attributes,2,Comprehension,2,Case specification,53ZR7AQ03,What is the purpose of this unusual arrangement?,10,Intention,4,Evaluation,10,Intention disclosure,53ZR7AQ04,Is this a temporary or permanent setup?,6,Temporal relation,4,Evaluation,2,Case specification,53ZR7AQ05,What is the condition of the diapers inside the package?,3,Attributes,1,Knowledge,4,Feature specification
